,Source,Text,FAQ item,FAQ link
281,T5 Augmentation April 2021,How do you hack your bank accounts if you don't remember your password or email?,"I'VE FORGOTTEN MY PASSWORD, HOW DO I RESET IT?",
282,T5 Augmentation April 2021,How do I get a new password when I don't know my old password?,"I'VE FORGOTTEN MY PASSWORD, HOW DO I RESET IT?",
283,T5 Augmentation April 2021,I forgot my password Id and my email password Id. I am in a lulu and want to send someone an email.,"I'VE FORGOTTEN MY PASSWORD, HOW DO I RESET IT?",
284,T5 Augmentation April 2021,I forgot my password for my email account and I can't login again. How can I prevent this from happening?,"I'VE FORGOTTEN MY PASSWORD, HOW DO I RESET IT?",
285,T5 Augmentation April 2021,I forgot my password for my email. Can you email me back?,"I'VE FORGOTTEN MY PASSWORD, HOW DO I RESET IT?",
286,T5 Augmentation April 2021,I would like to return an item or two. I don't want a refund. I must see or write a refund letter.,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
287,T5 Augmentation April 2021,I want to return an item to you. What do you want to return?,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
288,T5 Augmentation April 2021,I would like to return the item I received. I did not intend to return. No problem.,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
289,T5 Augmentation April 2021,I want to buy an item in the New Yorker's market. What should I do?,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
290,T5 Augmentation April 2021,I have to return a piece of clothing. How much can I return that has been returned by the manufacturer?,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
291,T5 Augmentation April 2021,I'm a complete buyer and would like to return an item I bought. I've already got the item. Can you give me an email with the return number for that item?,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
292,T5 Augmentation April 2021,"I want to return something, if I can, please. I found another item I wanted discarded. Where can I get it?",I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
293,T5 Augmentation April 2021,How do I return an item I bought?,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
294,T5 Augmentation April 2021,How do I return an item?,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
295,T5 Augmentation April 2021,What I would like to return?,I'M A UK CUSTOMER. HOW DO I RETURN SOMETHING TO YOU?,
296,T5 Augmentation April 2021,How can I change a German currency from its US and European currency?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
297,T5 Augmentation April 2021,How do I change the currency on a German language app?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
298,T5 Augmentation April 2021,How do I change currency in my iPhone app?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
299,T5 Augmentation April 2021,How do you change currencies on the map?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
300,T5 Augmentation April 2021,"When I travel to Germany, how can I change the currency based on travel information?",HOW DO I CHANGE THE CURRENCY ON THE APP?,
301,T5 Augmentation April 2021,How do I change the currency to INR on app?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
302,T5 Augmentation April 2021,How do I change the currency in App for Germany?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
303,T5 Augmentation April 2021,How can I change the currency of my travel app to German?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
304,T5 Augmentation April 2021,How do I change currency in Trip Advisor app?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
305,T5 Augmentation April 2021,Is there any way to change currency in e-Cover app?,HOW DO I CHANGE THE CURRENCY ON THE APP?,
306,T5 Augmentation April 2021,My items are all damaged. One part is the service. I'm very sorry.,What do I do if I receive a faulty item in my order?,
307,T5 Augmentation April 2021,One of my items is irreparably damaged. Why?,What do I do if I receive a faulty item in my order?,
308,T5 Augmentation April 2021,"Is your items damaged? If so, what is it? What is your opinion?",What do I do if I receive a faulty item in my order?,
309,T5 Augmentation April 2021,"One of my items is definitely damaged. But, I'm moving it. What are some tips to protect yours?",What do I do if I receive a faulty item in my order?,
310,T5 Augmentation April 2021,One of my items is damaged.,What do I do if I receive a faulty item in my order?,
311,T5 Augmentation April 2021,What happens when an item gets damaged (your item)?,What do I do if I receive a faulty item in my order?,
312,T5 Augmentation April 2021,One of my toys is damaged or broken. I help to replace it.,What do I do if I receive a faulty item in my order?,
313,T5 Augmentation April 2021,One of my furniture is absolutely damaged. I see many women who have suffered from these injuries.,What do I do if I receive a faulty item in my order?,
314,T5 Augmentation April 2021,One of my items has already been damaged. Who can help?,What do I do if I receive a faulty item in my order?,
315,T5 Augmentation April 2021,Can I exchange my used item?,Can I return an item for an exchange instead of a refund?,
316,T5 Augmentation April 2021,Can I exchange an item with another?,Can I return an item for an exchange instead of a refund?,
317,T5 Augmentation April 2021,How do I exchange a product?,Can I return an item for an exchange instead of a refund?,
318,T5 Augmentation April 2021,What are some ways of exchange for an item?,Can I return an item for an exchange instead of a refund?,
319,T5 Augmentation April 2021,Is it possible to exchange a product with another?,Can I return an item for an exchange instead of a refund?,
320,T5 Augmentation April 2021,How do you exchange anything?,Can I return an item for an exchange instead of a refund?,
321,T5 Augmentation April 2021,What is the process to exchange a product?,Can I return an item for an exchange instead of a refund?,
322,T5 Augmentation April 2021,How do I exchange goods?,Can I return an item for an exchange instead of a refund?,
323,T5 Augmentation April 2021,What are some interesting items?,"I'm missing an item from my order, what do I do?",
324,T5 Augmentation April 2021,My orders for two items are missing. What can I do?,"I'm missing an item from my order, what do I do?",
325,T5 Augmentation April 2021,Two items in my order are missing. Can you please investigate if a similar item is available?,"I'm missing an item from my order, what do I do?",
326,T5 Augmentation April 2021,Do new items ever come out or do they just go out of stock?,"I'm missing an item from my order, what do I do?",
327,T5 Augmentation April 2021,How can I resolve the problem of missing two items in my order?,"I'm missing an item from my order, what do I do?",
328,T5 Augmentation April 2021,A piece of Amazon basket I want is missing. Why is that item missing?,"I'm missing an item from my order, what do I do?",
329,T5 Augmentation April 2021,What do you do when you see 2 items in your order that are missing and were sent back and fixed by 2 different individuals?,"I'm missing an item from my order, what do I do?",
330,T5 Augmentation April 2021,Two items in my order are missing. What should i do?,"I'm missing an item from my order, what do I do?",
331,T5 Augmentation April 2021,My order two items are missing. What can I do?,"I'm missing an item from my order, what do I do?",
332,T5 Augmentation April 2021,What are missing items in my list?,"I'm missing an item from my order, what do I do?",
333,T5 Augmentation April 2021,"I got an incorrect item which I was hoping for, and I was then sent another. What did you do with it?","I have an incorrect item in my order, what do I do?",
334,T5 Augmentation April 2021,I received a wrong item in the mail after my order was canceled. I forgot it doesn't want to be sent again. I am also sorry.,"I have an incorrect item in my order, what do I do?",
335,T5 Augmentation April 2021,I received the wrong item in order to make my wallet secure. How can I remove my wallet?,"I have an incorrect item in my order, what do I do?",
336,T5 Augmentation April 2021,I got a wrong item and everything I was expecting!,"I have an incorrect item in my order, what do I do?",
337,T5 Augmentation April 2021,I got emails from someone that sent me the wrong item. Any advice on how to rectify it?,"I have an incorrect item in my order, what do I do?",
338,T5 Augmentation April 2021,What is wrong with an item I got sent?,"I have an incorrect item in my order, what do I do?",
339,T5 Augmentation April 2021,"I got a wrong item, I don't know which one was sent. Why?","I have an incorrect item in my order, what do I do?",
340,T5 Augmentation April 2021,I sent a wrong package and got the wrong package. What can I do?,"I have an incorrect item in my order, what do I do?",
341,T5 Augmentation April 2021,I received the wrong item lias it is because I don't have what I want. I can never change that.,"I have an incorrect item in my order, what do I do?",
342,T5 Augmentation April 2021,When did you receive the wrong product?,"I have an incorrect item in my order, what do I do?",
343,T5 Augmentation April 2021,Why isn't my order on Amazon delivered yet?,What should I do if my order hasn't been delivered yet?,
344,T5 Augmentation April 2021,Why has no one been able to receive my order?,What should I do if my order hasn't been delivered yet?,
345,T5 Augmentation April 2021,Why is my order not waiting for delivery?,What should I do if my order hasn't been delivered yet?,
346,T5 Augmentation April 2021,When has my order gone online?,What should I do if my order hasn't been delivered yet?,
347,T5 Augmentation April 2021,Why hasn't my order arrived?,What should I do if my order hasn't been delivered yet?,
